local_bsz,step_time,sync_time,placement,num_nodes,num_replicas
8,0.8806590735912323,0.5333024139404297,45,2,9
11,0.9101256132125854,0.5060666942596437,45,2,9
12,0.9084088504314424,0.4774537315368652,45,2,9
4,0.8154344707727432,0.5713007698059083,46,2,10
6,0.9210702627897264,0.6100548820495605,46,2,10
8,0.939873993396759,0.5820778121948242,46,2,10
11,0.925829529762268,0.5099531059265138,46,2,10
12,0.9363191723823548,0.4935604858398438,46,2,10
4,0.7855650186538696,0.5430851783752442,47,2,11
6,0.804077073931694,0.5124675254821777,47,2,11
8,0.8251633793115616,0.4905880603790283,47,2,11
11,0.8306941092014313,0.4475578556060791,47,2,11
12,0.8416744619607925,0.4229909076690674,47,2,11
4,0.8671387284994125,0.6199896659851074,48,2,12
6,0.8719748556613922,0.580662525177002,48,2,12
8,0.8866368234157562,0.5459022064208985,48,2,12
11,0.9008728861808776,0.4966023731231689,48,2,12
12,1.024446353316307,0.5865414047241212,48,2,12
4,0.6669803410768509,0.4198724346160887,5,1,5
6,0.682155042886734,0.3870572643280028,5,1,5
8,0.6550929099321365,0.3212621746063232,5,1,5
11,0.6837324649095535,0.2904013652801513,5,1,5
12,0.6857278347015381,0.2605696687698364,5,1,5
4,0.8656192868947983,0.609099220275879,55,2,10
6,0.7689752876758575,0.4781885280609131,55,2,10
8,0.7850286960601807,0.4371559295654297,55,2,10
11,0.789280354976654,0.3843688526153564,55,2,10
12,0.7913163155317307,0.3549342594146729,55,2,10
4,0.9335540533065796,0.6925721130371094,56,2,11
6,0.954336628317833,0.6551207656860352,56,2,11
8,0.9775479584932328,0.6299401206970213,56,2,11
11,0.9874487072229384,0.5884691963195801,56,2,11
12,0.9941132068634032,0.5630151481628418,56,2,11
4,0.7989737540483475,0.5461594467163086,57,2,12
6,0.8162756264209747,0.5121918239593506,57,2,12
8,0.8299411982297897,0.483535608291626,57,2,12
11,0.8584964573383331,0.475252161026001,57,2,12
12,0.9159310907125472,0.4798474311828613,57,2,12
4,0.8975895047187805,0.6483751716613769,58,2,13
6,0.9401090145111084,0.6434082679748535,58,2,13
8,0.9671505838632584,0.6214482002258301,58,2,13
11,1.0047804862260818,0.5984934005737306,58,2,13
12,1.0381756573915482,0.6150329322814941,58,2,13
4,0.7174665480852127,0.4728622722625732,6,1,6
6,0.7454272210597992,0.4637704696655273,6,1,6
8,0.7784500271081924,0.4516988029479981,6,1,6
11,0.8333416432142258,0.435237398147583,6,1,6
12,0.8430056869983673,0.4130698623657226,6,1,6
4,0.8881724923849106,0.6452874717712404,66,2,12
6,0.9330619424581528,0.6432715797424317,66,2,12
8,0.9603428691625596,0.6219975433349608,66,2,12
11,0.9452286958694458,0.5438106288909912,66,2,12
12,0.9123726338148116,0.4781480808258057,66,2,12
4,0.8870530873537064,0.6392120208740234,67,2,13
6,0.9525163769721984,0.6600432243347168,67,2,13
8,0.9640657305717468,0.6236733245849609,67,2,13
